"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W3LZRMTM","conferencePaper","2018","Cooney, Martin; Pashami, Sepideh; Sant'Anna, Anita; Fan, Yuantao; Nowaczyk, Slawomir","Pitfalls of Affective Computing: How can the automatic visual communication of emotions lead to harm, and what can be done to mitigate such risks","Companion proceedings of the the web conference 2018","978-1-4503-5640-4","","10.1145/3184558.3191611","https://doi.org/10.1145/3184558.3191611","What would happen in a world where people could ""see” others' hidden emotions directly through some visualizing technology Would lies become uncommon and would we understand each other better Or to the contrary, would such forced honesty make it impossible for a society to exist The science fiction television show Black Mirror has exposed a number of darker scenarios in which such futuristic technologies, by blurring the lines of what is private and what is not, could also catalyze suffering. Thus, the current paper first turns an eye towards identifying some potential pitfalls in emotion visualization which could lead to psychological or physical harm, miscommunication, and disempowerment. Then, some countermeasures are proposed and discussed–including some level of control over what is visualized and provision of suitably rich emotional information comprising intentions–toward facilitating a future in which emotion visualization could contribute toward people's well-being. The scenarios presented here are not limited to web technologies, since one typically thinks about emotion recognition primarily in the context of direct contact. However, as interfaces develop beyond today's keyboard and monitor, more information becomes available also at a distance–for example, speech-to-text software could evolve to annotate any dictated text with a speaker's emotional state.","2018","2024-07-07 16:25:38","2024-07-07 16:25:38","","1563–1566","","","","","","","Www '18","","","","International World Wide Web Conferences Steering Committee","Republic and Canton of Geneva, CHE","","","","","","","","Citation Key: 10.1145/3184558.3191611 Number of pages: 4 Place: Lyon, France","","","","affective computing; black mirror; emotion visualization; ethics; intention recognition; privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AH4LJG3B","conferencePaper","2022","Xiong, Cindy; Sarvghad, Ali; Goldstein, Daniel G; Hofman, Jake M; Demiralp, Çagatay","Investigating perceptual biases in icon arrays","Proceedings of the 2022 CHI conference on human factors in computing systems","978-1-4503-9157-3","","10.1145/3491102.3501874","https://doi.org/10.1145/3491102.3501874","Icon arrays are graphical displays in which a subset of identical shapes are filled to convey probabilities. They are widely used for communicating probabilities to the general public. A primary design decision concerning icon arrays is how to fill and arrange these shapes. For example, a designer could fill the shapes from top to bottom or in a random fashion. We investigated the effect of different arrangements in icon arrays on probability perception. We showed participants icon arrays depicting probabilities between 0","2022","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Chi '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3491102.3501874 Number of pages: 12 Place: New Orleans, LA, USA tex.articleno: 137","","","","Bias; Communication; Crowdsourcing; Icon Arrays; Perception; Proportions; Risk Visualization; Visualization of Probabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7Y6RWQ9B","conferencePaper","2023","Guesmi, Mouadh; Siepmann, Clara; Chatti, Mohamed Amine; Joarder, Shoeb; Ain, Qurat Ul; Alatrash, Rawaa","Validation of the EDUSS framework for self-actualization based on transparent user models: a qualitative study","Adjunct proceedings of the 31st ACM conference on user modeling, adaptation and personalization","978-1-4503-9891-6","","10.1145/3563359.3597379","https://doi.org/10.1145/3563359.3597379","Self-actualization is the process of striving toward full potential and achieving higher goals in one’s life. Originally studied in psychology, this concept has been adopted by various disciplines, including recommender systems, as a means of addressing issues like the filter bubble problem and promoting transparency. In an earlier work, we developed a theoretically-sound framework named EDUSS to systematically design interactive visualizations of transparent user models for self-actualization. We aim in this paper to validate the effectiveness of using the EDUSS framework to support self-actualization. To this end, we implemented interactive visualizations of transparent user interest models designed with the help of the EDUSS framework into the transparent Recommendation and Interest Modeling Application (RIMA). Further, we conducted a qualitative user study (N=10) to investigate the effect of these visualizations in supporting users to achieve self-actualization. Our study showed qualitative evidence validating that applying the EDUSS framework to design systems for self-actualization has the potential to help users reach self-actualization goals to a certain extent.","2023","2024-07-07 16:25:38","2024-07-07 16:25:38","","229–238","","","","","","","UMAP '23 adjunct","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3563359.3597379 Number of pages: 10 Place: Limassol, Cyprus","","","","Explainable User Models; Recommender Systems; Self-actualization; Transparent User Models; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERT9MZQT","conferencePaper","1997","Interrante, Victoria","Illustrating surface shape in volume data via principal direction-driven 3D line integral convolution","Proceedings of the 24th annual conference on computer graphics and interactive techniques","0-89791-896-7","","10.1145/258734.258796","https://doi.org/10.1145/258734.258796","","1997","2024-07-07 16:25:38","2024-07-07 16:25:38","","109–116","","","","","","","Siggraph '97","","","","ACM Press/Addison-Wesley Publishing Co.","USA","","","","","","","","Citation Key: 10.1145/258734.258796 Number of pages: 8","","","","isosurfaces; line integral convolution; principal directions; shape representation; solid texture; stroke textures; transparent surfaces; visualization; volume rendering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7262I96F","conferencePaper","2020","Wexler, James; Pushkarna, Mahima; Robinson, Sara; Bolukbasi, Tolga; Zaldivar, Andrew","Probing ML models for fairness with the what-if tool and SHAP: hands-on tutorial","Proceedings of the 2020 conference on fairness, accountability, and transparency","978-1-4503-6936-7","","10.1145/3351095.3375662","https://doi.org/10.1145/3351095.3375662","As more and more industries use machine learning, it's important to understand how these models make predictions, and where bias can be introduced in the process. In this tutorial we'll walk through two open source frameworks for analyzing your models from a fairness perspective. We'll start with the What-If Tool, a visualization tool that you can run inside a Python notebook to analyze an ML model. With the What-If Tool, you can identify dataset imbalances, see how individual features impact your model's prediction through partial dependence plots, and analyze human-centered ML models from a fairness perspective using various optimization strategies.Then we'll look at SHAP, a tool for interpreting the output of any machine learning model, and seeing how a model arrived at predictions for individual datapoints. We will then show how to use SHAP and the What-If Tool together. After the tutorial you'll have the skills to get started with both of these tools on your own datasets, and be better equipped to analyze your models from a fairness perspective.","2020","2024-07-07 16:25:38","2024-07-07 16:25:38","","705","","","","","","","Fat* '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3351095.3375662 Number of pages: 1 Place: Barcelona, Spain","","","","data visualization; fairness; machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FALBTNCU","conferencePaper","2023","Reid, Kathy; Williams, Elizabeth T.","Common Voice and accent choice: data contributors self-describe their spoken accents in diverse ways","Proceedings of the 3rd ACM conference on equity and access in algorithms, mechanisms, and optimization","9798400703812","","10.1145/3617694.3623258","https://doi.org/10.1145/3617694.3623258","The use of machine learning (ML)-powered speech technologies has increased significantly in recent years&nbsp;[40, 56, 72]. The datasets used for training speech models often represent demographic features of the speaker – such as gender, age, and accent. These axes are frequently used to evaluate the training set and model for bias&nbsp;[52]. Here, we focus on how accent is represented in voice data due to the adverse consequences of accent bias. We perform document analysis on several voice datasets to identify how accents are currently represented. We then analyse and visualise speaker-described accents from Mozilla’s Common Voice (CV) v13 English dataset, forming an emergent taxonomy of accent descriptors. We repeat this process using the CV v13 Kiswahili dataset, demonstrating that the taxonomy has use beyond English. We find that accents are currently represented in ways that are geographically, and predominantly, nationally bound. While this pattern is also shown in speaker-described accents from CV, a more diverse set of descriptors is revealed. This work provides some early evidence for re-thinking how accents are represented in datasets intended for ML applications. Our tooling is open-sourced, and we invite further work that uses our taxonomy to assess accent bias in speech data and models.","2023","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Eaamo '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3617694.3623258 Number of pages: 10 Place: Boston, MA, USA tex.articleno: 35","","","","accent bias; accent data; accent recognition; bias; bias corpora; data visualization; dataset documentation; datasets; metadata; speech data; voice data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACANDWHX","conferencePaper","2021","Giannopoulos, Giorgos; Papastefanatos, George; Sacharidis, Dimitris; Stefanidis, Kostas","Interactivity, fairness and explanations in recommendations","Adjunct proceedings of the 29th ACM conference on user modeling, adaptation and personalization","978-1-4503-8367-7","","10.1145/3450614.3462238","https://doi.org/10.1145/3450614.3462238","More and more aspects of our everyday lives are influenced by automated decisions made by systems that statistically analyze traces of our activities. It is thus natural to question whether such systems are trustworthy, particularly given the opaqueness and complexity of their internal workings. In this paper, we present our ongoing work towards a framework that aims to increase trust in machine-generated recommendations by combining ideas from three separate recent research directions, namely explainability, fairness and user interactive visualization. The goal is to enable different stakeholders, with potentially varying levels of background and diverse needs, to query, understand, and fix sources of distrust.","2021","2024-07-07 16:25:38","2024-07-07 16:25:38","","157–161","","","","","","","Umap '21","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3450614.3462238 Number of pages: 5 Place: Utrecht, Netherlands","","","","explainability; fairness; interactive visualization; Recommender systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W37WVNCG","conferencePaper","2011","Assogba, Yannick; Ros, Irene; DiMicco, Joan; McKeon, Matt","Many bills: engaging citizens through visualizations of congressional legislation","Proceedings of the SIGCHI conference on human factors in computing systems","978-1-4503-0228-9","","10.1145/1978942.1979004","https://doi.org/10.1145/1978942.1979004","US federal legislation is a common subject of discussion and advocacy on the web, inspired by the open government movement. While the contents of these bills are freely available for download, understanding them is a significant challenge to experts and average citizens alike due to their length, complex language, and obscure topics. To make these important documents more accessible to the general public, we present Many Bills (http://manybills.us): a web-based set of visualization tools that reveals the underlying semantics of a bill. Using machine learning techniques, we classify each bill's sections based on existing document-level categories. We then visualize the resulting topic substructure of these bills. These visualizations provide an overview-and-detail view of bills, enabling users to read individual sections of a bill and compare topic patterns across multiple bills. Through an overview of the site's user activity and interviews with active users, this paper highlights how Many Bills makes the tasks of reading bills, identifying outlier sections in bills, and understanding congressperson's legislative activity more manageable.","2011","2024-07-07 16:25:38","2024-07-07 16:25:38","","433–442","","","","","","","Chi '11","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/1978942.1979004 Number of pages: 10 Place: Vancouver, BC, Canada","","","","government; government transparency; information visualization; legislation; text classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVFB9FDU","conferencePaper","2012","Gali, Guia; Oliver, Symon; Chevalier, Fanny; Diamond, Sara","Visualizing sentiments in business-customer relations with metaphors","CHI '12 extended abstracts on human factors in computing systems","978-1-4503-1016-1","","10.1145/2212776.2223661","https://doi.org/10.1145/2212776.2223661","This project explores how the visualization of sentiments, extracted from social media posts, can foster transparency and strengthen relations between businesses and their customers. Guided by the nature of the data and an iterative design based on our end users' feedback, we examine a variety of visualization styles and metaphors as possible directions for a common set of tools to benefit both groups of users.","2012","2024-07-07 16:25:38","2024-07-07 16:25:38","","1493–1498","","","","","","","Chi ea '12","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/2212776.2223661 Number of pages: 6 Place: Austin, Texas, USA","","","","data visualization; metaphors; social media; trust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL2G3VMW","conferencePaper","2013","Helldin, Tove; Falkman, Göran; Riveiro, Maria; Davidsson, Staffan","Presenting system uncertainty in automotive UIs for supporting trust calibration in autonomous driving","Proceedings of the 5th international conference on automotive user interfaces and interactive vehicular applications","978-1-4503-2478-6","","10.1145/2516540.2516554","https://doi.org/10.1145/2516540.2516554","To investigate the impact of visualizing car uncertainty on drivers' trust during an automated driving scenario, a simulator study was conducted. A between-group design experiment with 59 Swedish drivers was carried out where a continuous representation of the uncertainty of the car's ability to autonomously drive during snow conditions was displayed to one of the groups, whereas omitted for the control group. The results show that, on average, the group of drivers who were provided with the uncertainty representation took control of the car faster when needed, while they were, at the same time, the ones who spent more time looking at other things than on the road ahead. Thus, drivers provided with the uncertainty information could, to a higher degree, perform tasks other than driving without compromising with driving safety. The analysis of trust shows that the participants who were provided with the uncertainty information trusted the automated system less than those who did not receive such information, which indicates a more proper trust calibration than in the control group.","2013","2024-07-07 16:25:38","2024-07-07 16:25:38","","210–217","","","","","","","AutomotiveUI '13","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/2516540.2516554 Number of pages: 8 Place: Eindhoven, Netherlands","","","","acceptance; automation; driving; trust; uncertainty visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGJGYDJ8","conferencePaper","2008","King, Jeff; Stoll, Jennifer; Hunter, Michael T.; Ahamad, Mustaque","ALPACA: a lightweight platform for analyzing claim acceptability","Proceedings of the 2nd ACM workshop on information credibility on the web","978-1-60558-259-7","","10.1145/1458527.1458540","https://doi.org/10.1145/1458527.1458540","Internet users face challenges in evaluating the validity of online information. Such evaluation is not adequately supported by current tools; we outline some of the shortcomings of these tools, including centralization, lack of automation, and lack of user-centrism. We propose a set of design principles to mitigate these shortcomings and introduce ALPACA, A Lightweight Platform for Analyzing Claim Acceptability, which adheres to these design principles. ALPACA provides a graphical means of organizing the user's trust with regard to information claims and sources, as well as tools for examining the trust assumptions of others.","2008","2024-07-07 16:25:38","2024-07-07 16:25:38","","47–52","","","","","","","Wicow '08","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/1458527.1458540 Number of pages: 6 Place: Napa Valley, California, USA","","","","credibility; data visualization; internet; trust; validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64LNKJXU","conferencePaper","2023","Verma, Arnav; Morais, Luiz; Dragicevic, Pierre; Chevalier, Fanny","Designing resource allocation tools to promote fair allocation: Do visualization and information framing matter?","Proceedings of the 2023 CHI conference on human factors in computing systems","978-1-4503-9421-5","","10.1145/3544548.3580739","https://doi.org/10.1145/3544548.3580739","Studies on human decision-making focused on humanitarian aid have found that cognitive biases can hinder the fair allocation of resources. However, few HCI and Information Visualization studies have explored ways to overcome those cognitive biases. This work investigates whether the design of interactive resource allocation tools can help to promote allocation fairness. We specifically study the effect of presentation format (using text or visualization) and a specific framing strategy (showing resources allocated to groups or individuals). In our three crowdsourced experiments, we provided different tool designs to split money between two fictional programs that benefit two distinct communities. Our main finding indicates that individual-framed visualizations and text may be able to curb unfair allocations caused by group-framed designs. This work opens new perspectives that can motivate research on how interactive tools and visualizations can be engineered to combat cognitive biases that lead to inequitable decisions.","2023","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Chi '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3544548.3580739 Number of pages: 16 Place: Hamburg, Germany tex.articleno: 838","","","","cognitive bias; donation; framing; resource allocation; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5I63ELPA","conferencePaper","2024","Yang, Fumeng; Mortenson, Chloe Rose; Nisbet, Erik; Diakopoulos, Nicholas; Kay, Matthew","In dice we trust: Uncertainty displays for maintaining trust in election forecasts over time","Proceedings of the CHI conference on human factors in computing systems","9798400703300","","10.1145/3613904.3642371","https://doi.org/10.1145/3613904.3642371","Trust in high-profile election forecasts influences the public’s confidence in democratic processes and electoral integrity. Yet, maintaining trust after unexpected outcomes like the 2016 U.S. presidential election is a significant challenge. Our work confronts this challenge through three experiments that gauge trust in election forecasts. We generate simulated U.S. presidential election forecasts, vary win probabilities and outcomes, and present them to participants in a professional-looking website interface. In this website interface, we explore (1) four different uncertainty displays, (2) a technique for subjective probability correction, and (3) visual calibration that depicts an outcome with its forecast distribution. Our quantitative results suggest that text summaries and quantile dotplots engender the highest trust over time, with observable partisan differences. The probability correction and calibration show small-to-null effects on average. Complemented by our qualitative results, we provide design recommendations for conveying U.S. presidential election forecasts and discuss long-term trust in uncertainty communication. We provide preregistration, code, data, model files, and videos at https://doi.org/10.17605/OSF.IO/923E7.","2024","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Chi '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3613904.3642371 Number of pages: 24 Place: Honolulu, HI, USA tex.articleno: 389","","","","election forecasts; political communication; trust; uncertainty visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QUKSCIG","conferencePaper","2020","Evans, Nathan; Edge, Darren; Larson, Jonathan; White, Christopher","News provenance: Revealing news text reuse at web-scale in an augmented news search experience","Extended abstracts of the 2020 CHI conference on human factors in computing systems","978-1-4503-6819-3","","10.1145/3334480.3375225","https://doi.org/10.1145/3334480.3375225","The media industry has a practice of reusing news content, which may be a surprise to news consumers. Whether by agreement or plagiarism, a lack of explicit citations makes it difficult to understand where news comes from and how it spreads. We reveal news provenance by reconstructing the history of near-duplicate news in the web index - identifying the origins of republished content and the impact of original content. By aggregating provenance information and presenting it as part of news search results, users may be able to make more informed decisions about which articles to read and which publishers to trust. We report on early analysis and user feedback, highlighting the critical tension between the desire for media transparency and the risks of disrupting an already fragile ecosystem.","2020","2024-07-07 16:25:38","2024-07-07 16:25:38","","1–8","","","","","","","Chi ea '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3334480.3375225 Number of pages: 8 Place: Honolulu, HI, USA","","","","media transparency; news media; news search; provenance analysis; provenance visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYQP8MA2","conferencePaper","2020","Yang, Fumeng; Huang, Zhuanyi; Scholtz, Jean; Arendt, Dustin L.","How do visual explanations foster end users' appropriate trust in machine learning?","Proceedings of the 25th international conference on intelligent user interfaces","978-1-4503-7118-6","","10.1145/3377325.3377480","https://doi.org/10.1145/3377325.3377480","We investigated the effects of example-based explanations for a machine learning classifier on end users' appropriate trust. We explored the effects of spatial layout and visual representation in an in-person user study with 33 participants. We measured participants' appropriate trust in the classifier, quantified the effects of different spatial layouts and visual representations, and observed changes in users' trust over time. The results show that each explanation improved users' trust in the classifier, and the combination of explanation, human, and classification algorithm yielded much better decisions than the human and classification algorithm separately. Yet these visual explanations lead to different levels of trust and may cause inappropriate trust if an explanation is difficult to understand. Visual representation and performance feedback strongly affect users' trust, and spatial layout shows a moderate effect. Our results do not support that individual differences (e.g., propensity to trust) affect users' trust in the classifier. This work advances the state-of-the-art in trust-able machine learning and informs the design and appropriate use of automated systems.","2020","2024-07-07 16:25:38","2024-07-07 16:25:38","","189–201","","","","","","","Iui '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3377325.3377480 Number of pages: 13 Place: Cagliari, Italy","","","","classification; explainable artificial intelligence; human-machine collaboration; information visualization; supervised-learning; trust; trust calibration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4SH2USE","conferencePaper","2015","Angulo, Julio; Fischer-Hübner, Simone; Pulls, Tobias; Wästlund, Erik","Usable transparency with the data track: a tool for visualizing data disclosures","Proceedings of the 33rd annual ACM conference extended abstracts on human factors in computing systems","978-1-4503-3146-3","","10.1145/2702613.2732701","https://doi.org/10.1145/2702613.2732701","We present a prototype of the user interface of a transparency tool that displays an overview of a user's data disclosures to different online service providers and allows them to access data collected about them stored at the services' sides. We explore one particular type of visualization method consisting of tracing lines that connect a user's disclosed personal attributes to the service to which these attributes have been disclosed. We report on the ongoing iterative process of design of such visualization, the challenges encountered and the possibilities for future improvements.","2015","2024-07-07 16:25:38","2024-07-07 16:25:38","","1803–1808","","","","","","","Chi ea '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/2702613.2732701 Number of pages: 6 Place: Seoul, Republic of Korea","","","","information visualisations; privacy; usability; usable transparency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLDK5LSC","conferencePaper","2016","Igouchkine, Oleg; Leaf, Nick; Ma, Kwan-Liu","Volume rendering dark matter simulations using cell projection and order-independent transparency","SIGGRAPH ASIA 2016 symposium on visualization","978-1-4503-4547-7","","10.1145/3002151.3002163","https://doi.org/10.1145/3002151.3002163","Dark matter simulations, performed using N-body methods with a finite set of tracer particles to discretize the initially uniform distribution of mass, are an invaluable method for exploring the formation of the universe. Definining a tetrahedral mesh in phase space-with the tracer particles at initialization serving as vertices-yields a more accurate density field. At later timesteps, the mesh self-intersects to an enormous degree, making pre-sorting impossible. Kaehler et al [2012] visualize the mesh using cell projection, but their method requires order-independent compositing, which limits its flexibility. Our work renders the mesh using state of the art order-independent transparency (OIT) techniques to composite fragments in correct depth order. This also allows us to render variables other than density, such as velocity. We implement a number of OIT optimizations to handle the high depth complexity (on the order of 107 depth layers for 2x109 particles) of the data. Our performance measurements show near-interactive framerates for our hybrid renderer despite the large number of depth layers.","2016","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Sa '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3002151.3002163 Number of pages: 8 Place: Macau tex.articleno: 8","","","","GPU acceleration; intersecting mesh; order-independent transparency; scientific visualization; volume rendering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMCKBFIZ","conferencePaper","2017","Dasgupta, Aritra; Burrows, Susannah; Han, Kyungsik; Rasch, Philip J.","Empirical analysis of the subjective impressions and objective measures of domain scientists' visual analytic judgments","Proceedings of the 2017 CHI conference on human factors in computing systems","978-1-4503-4655-9","","10.1145/3025453.3025882","https://doi.org/10.1145/3025453.3025882","Scientists often use specific data analysis and presentation methods familiar within their domain. But does high familiarity drive better analytical judgment? This question is especially relevant when familiar methods themselves can have shortcomings: many visualizations used conventionally for scientific data analysis and presentation do not follow established best practices. This necessitates new methods that might be unfamiliar yet prove to be more effective. But there is little empirical understanding of the relationships between scientists' subjective impressions about familiar and unfamiliar visualizations and objective measures of their visual analytic judgments. To address this gap and to study these factors, we focus on visualizations used for comparison of climate model performance. We report on a comprehensive survey-based user study with 47 climate scientists and present an analysis of: i) relationships among scientists' familiarity, their perceived levels of comfort, confidence, accuracy, and objective measures of accuracy, and ii) relationships among domain experience, visualization familiarity, and post-study preference.","2017","2024-07-07 16:25:38","2024-07-07 16:25:38","","1193–1204","","","","","","","Chi '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3025453.3025882 Number of pages: 12 Place: Denver, Colorado, USA","","","","climate; information visualization; preference; slope plot; taylor plot; trust; visual comparison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QC3KUPWL","conferencePaper","2009","Inghelbrecht, Yanic","Object-oriented design with trace modeler and Trace4J","Proceedings of the 14th annual ACM SIGCSE conference on innovation and technology in computer science education","978-1-60558-381-5","","10.1145/1562877.1563017","https://doi.org/10.1145/1562877.1563017","We present two tools that make students more productive during various object-oriented design activities. The first one, Trace Modeler, is a smart UML sequence diagram editor that helps students understand and apply responsibility-driven design. The second tool, Trace4J, is used to record and process the execution of a java program. Both tools are complementary. Students use Trace4J to produce focused sequence diagrams for (part of) a program's execution. Trace Modeler's support for huge diagrams lets them navigate and understand the large results in the initial stages of their processing experiments.","2009","2024-07-07 16:25:38","2024-07-07 16:25:38","","375","","","","","","","ITiCSE '09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/1562877.1563017 Number of pages: 1 Place: Paris, France","","","","case tool; documentation; object-oriented design; program visualization; responsibility-driven design; sequence diagram; software development; tools; trace; UML; unified modeling language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRHQ4ZKR","conferencePaper","2022","Ahn, Yongsu; Beigel, Eliana; Braun, Noah; Griffin, Collin; Linardi, Sera; Mickles, Blair; Rial, Emmaline","Improving citizen-initiated police reform efforts through interactive design: a case study in allegheny county","Proceedings of the 2nd ACM conference on equity and access in algorithms, mechanisms, and optimization","978-1-4503-9477-2","","10.1145/3551624.3555298","https://doi.org/10.1145/3551624.3555298","Increasing police accountability in the US has been an issue for decades, but citizen-initiated reform efforts have been less than effective at moving the needle on the issue. Our project aims to provide citizens and community organizers with a better understanding of the legal landscape of police accountability in Allegheny County, allowing them to more effectively advocate for reform. We do so by creating an open collaborative network that works to overcome the issues of data inaccessibility, data complexity, and the fragmentation of data across different municipalities. We engaged with community leaders, gathered contracts and other data on over 100 police departments in Allegheny County, and created a web platform to make this previously inaccessible information available to the public. In its creation, we also utilized visual representation to aid those engaging with the law to better understand and collaborate without being inhibited by complicated legal concepts.","2022","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Eaamo '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3551624.3555298 Number of pages: 10 Place: Arlington, VA, USA tex.articleno: 13","","","","Interactive system; Legal corpus analysis; Legal visualization; Police accountability; Policing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6FDGLNU","conferencePaper","2019","An, Chuankai; N. Rockmore, Daniel","Open personalized navigation on the sandbox of wiki pages","Companion proceedings of the 2019 world wide web conference","978-1-4503-6675-5","","10.1145/3308560.3316755","https://doi.org/10.1145/3308560.3316755","In this paper we present a proof-of-concept of a visual navigation tool for a personalized “sandbox” of Wiki pages. The navigation tool considers multiple groups of algorithmic parameters and adapts to user activity via graphical user interfaces. The output is a 2D map of a subset of Wikipedia pages network which provides a different and broader visual representation – a map – in the neighborhood (according to some metric) of the pages around the page currently displayed in a browser. The representation schema includes the incorporation of a kind of transparency in the algorithmic parameters affecting the presentation of the landscape visualization, which in turn enables the delivery of a personalized canvas, designed by the user. A case study shows the combination of four different sourcing (i.e., identification and extraction of the neighboring pages) rules and three layouts over the same Wikipedia subnetwork. The basic schema is readily adapted to other search experiences and contexts.","2019","2024-07-07 16:25:38","2024-07-07 16:25:38","","1173–1179","","","","","","","Www '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3308560.3316755 Number of pages: 7 Place: San Francisco, USA","","","","Network Visualization; Transparent Navigation; Wikipedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
