"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","Document Type","Publication Stage","Open Access","Source","EID"
"Park J.; Park S.; Cho W.; Kim S.; Kim G.; Ahn G.; Lee M.; Lim J.","Park, Jonghyun (35722730700); Park, Soonyoung (8921212800); Cho, Wanhyun (56264852800); Kim, Sunworl (27169264900); Kim, Gisoo (36514838300); Ahn, Gukdong (36647275600); Lee, Myungeun (56142653900); Lim, Junsik (26422291700)","35722730700; 8921212800; 56264852800; 27169264900; 36514838300; 36647275600; 56142653900; 26422291700","Segmentation and visualization of anatomical structures from volumetric medical images","2011","Proceedings of SPIE - The International Society for Optical Engineering","7877","","78770U","","","","1","10.1117/12.872684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953160749&doi=10.1117%2f12.872684&partnerID=40&md5=3546e34c5512a892dfa3028ce79dc426","This paper presents a method that can extract and visualize anatomical structures from volumetric medical images by using a 3D level set segmentation method and a hybrid volume rendering technique. First, the segmentation using the level set method was conducted through a surface evolution framework based on the geometric variation principle. This approach addresses the topological changes in the deformable surface by using the geometric integral measures and level set theory. These integral measures contain a robust alignment term, an active region term, and a mean curvature term. By using the level set method with a new hybrid speed function derived from the geometric integral measures, the accurate deformable surface can be extracted from a volumetric medical data set. Second, we employed a hybrid volume rendering approach to visualize the extracted deformable structures. Our method combines indirect and direct volume rendering techniques. Segmented objects within the data set are rendered locally by surface rendering on an object-by-object basis. Globally, all the results of subsequent object rendering are obtained by direct volume rendering (DVR). Then the two rendered results are finally combined in a merging step. This is especially useful when inner structures should be visualized together with semi-transparent outer parts. This merging step is similar to the focus-plus-context approach known from information visualization. Finally, we verified the accuracy and robustness of the proposed segmentation method for various medical volume images. The volume rendering results of segmented 3D objects show that our proposed method can accurately extract and visualize human organs from various multimodality medical volume images. © 2011 Copyright Society of Photo-Optical Instrumentation Engineers (SPIE).","Medical image; Volume rendering; Volume segmentation; Volume visualization","Computer vision; Deformation; Drop breakup; Geometry; Image segmentation; Imaging systems; Information systems; Level measurement; Merging; Numerical methods; Three dimensional; Visualization; Volume rendering; 3D object; Active regions; Anatomical structures; Data sets; Deformable structures; Deformable surfaces; Direct volume rendering; Geometric variations; Information visualization; Inner structure; Level Set method; Level set segmentation; Level set theory; Mean curvature; Medical data; Medical images; Multi-modality; Object rendering; Rendering approach; Segmentation methods; Segmented objects; Semi-transparent; Speed function; Surface evolution; Surface rendering; Topological changes; Volume image; Volume segmentation; Volume visualization; Medical imaging","","The Society for Imaging Science and Technology (IS and T); The Society of Photo-Optical Instrumentation Engineers (SPIE)","Image Processing: Machine Vision Applications IV","25 January 2011 through 27 January 2011","San Francisco, CA","84411","0277786X","978-081948414-7","PSISD","Conference paper","Final","","Scopus","2-s2.0-79953160749"
"Deshpande S.; Watson L.T.; Shu J.; Kamke F.A.; Ramakrishnan N.","Deshpande, S. (36701060200); Watson, L.T. (7202470108); Shu, J. (7102477260); Kamke, F.A. (6701331052); Ramakrishnan, N. (35507966200)","36701060200; 7202470108; 7102477260; 6701331052; 35507966200","Data driven surrogate-based optimization in the problem solving environment WBCSim","2011","Engineering with Computers","27","3","","211","223","12","6","10.1007/s00366-010-0192-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960066459&doi=10.1007%2fs00366-010-0192-8&partnerID=40&md5=a147f83979b0741b80a35caa05ddb055","Large scale, multidisciplinary, engineering designs are always difficult due to the complexity and dimensionality of these problems. Direct coupling between the analysis codes and the optimization routines can be prohibitively time consuming due to the complexity of the underlying simulation codes. One way of tackling this problem is by constructing computationally cheap(er) approximations of the expensive simulations that mimic the behavior of the simulation model as closely as possible. This paper presents a data driven, surrogate-based optimization algorithm that uses a trust region-based sequential approximate optimization (SAO) framework and a statistical sampling approach based on design of experiment (DOE) arrays. The algorithm is implemented using techniques from two packages-SURFPACK and SHEPPACK that provide a collection of approximation algorithms to build the surrogates and three different DOE techniques-full factorial (FF), Latin hypercube sampling, and central composite design-are used to train the surrogates. The results are compared with the optimization results obtained by directly coupling an optimizer with the simulation code. The biggest concern in using the SAO framework based on statistical sampling is the generation of the required database. As the number of design variables grows, the computational cost of generating the required database grows rapidly. A data driven approach is proposed to tackle this situation, where the trick is to run the expensive simulation if and only if a nearby data point does not exist in the cumulatively growing database. Over time the database matures and is enriched as more and more optimizations are performed. Results show that the proposed methodology dramatically reduces the total number of calls to the expensive simulation runs during the optimization process. © 2010 Springer-Verlag London Limited.","Experiment management; Optimization; Problem solving environment; Response surface approximation; Sequential approximate optimization; Surrogate; Trust region strategy; Visualization; Wood-based composite materials","Approximation algorithms; Computer simulation; Database systems; Design; Design of experiments; Experiments; Optimization; Sampling; Visualization; Experiment management; Problem solving environment; Response surface approximation; Sequential approximate optimization; Surrogate; Trust region; Wood-based composites; Problem solving","","","","","","","14355663","","ENGCE","Article","Final","","Scopus","2-s2.0-79960066459"
"Trainer E.H.; Redmiles D.F.","Trainer, Erik H. (25650457600); Redmiles, David F. (6604049177)","25650457600; 6604049177","Foundations for the design of visualizations that support trust in distributed teams","2012","Proceedings of the Workshop on Advanced Visual Interfaces AVI","","","","34","41","7","13","10.1145/2254556.2254566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863571567&doi=10.1145%2f2254556.2254566&partnerID=40&md5=f349d3e69329b5101af95460b15ccacc","We seek to provide design principles for software tools intended to support the development of trust in distributed teams. As such, we present a ""design space"" for such tools that consists of three elements: trust factors, collaborative traces, and visual representations. Trust factors are aspects of work shown in the research literature to influence one's perceived trustworthiness of their team members. Collaborative traces are representations of past and current work done by team members manipulating project artifacts. Collaborative traces provide information about a trust factor. Visual representations consist of a set of visual abstractions of the collaborative traces arranged in a layout that provides users with the ability to formulate accurate perceptions of their team members' trustworthiness with respect to a particular trust factor. Because the eventual goal of this research is to produce visual interfaces that support the development of trust, we apply elements from the design space to the design of three example visualizations. We conclude by assessing the value of the model and outlining future work. © 2012 ACM.","distributed teams; interactive and collaborative interfaces; trust; visual interface design","Design; Software design; Visualization; Collaborative interfaces; Design Principles; Design spaces; Distributed teams; Project artifacts; Team members; trust; Trust factor; Visual Interface; Visual representations; Distributed computer systems","","University of Salerno; Consulta Umbria SRL; ACM Special Interest Group on Computer-Human Interaction (SIGCHI); ACM Special Interest Group on Multimedia (SIGMULTIMEDIA)","2012 International Working Conference on Advanced Visual Interfaces, AVI 2012","21 May 2012 through 25 May 2012","Capri Island","90946","","978-145031287-5","","Conference paper","Final","","Scopus","2-s2.0-84863571567"
"Maganis G.; Jungy J.; Kohnoz T.; Shethy A.; Wetherallzy D.","Maganis, Gabriel (15725612400); Jungy, Jaeyeon (55463918800); Kohnoz, Tadayoshi (55210854400); Shethy, Anmol (8630063600); Wetherallzy, David (55210854200)","15725612400; 55463918800; 55210854400; 8630063600; 55210854200","Sensor Tricorder: What does that sensor know about me?","2011","HotMobile 2011: The 12th Workshop on Mobile Computing Systems and Applications","","","","98","103","5","5","10.1145/2184489.2184510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860782793&doi=10.1145%2f2184489.2184510&partnerID=40&md5=bc81575ad2ec589d9f2d4073f6fe6ecf","As rich sensing applications become pervasive, people increasingly find themselves with limited ability to determine what sensor data the applications are collecting about them and how the applications are using the sensor data. Openness and transparency serve as our guiding principles in designing the Sensor Tricorder, a system that enables people to query third party sensors with their smartphones in order to learn about the data collection activities and privacy policies of the applications using the sensors. We leverage the increasing ubiquity of QR Codes in mobile applications and utilize them in a novel way. Our prototype system uses active QR Codes to visually communicate dynamic data such as the sensor activities and application privacy policies to smartphone users. Based on our experiences in building this prototype, we identify the key properties that sensor platforms must provide to support transparency and openness and highlight the main challenges involved in realizing these properties. Copyright 2011 ACM.","","Data visualization; Mobile computing; Smartphones; Transparency; Data collection; Dynamic data; Guiding principles; In-buildings; Mobile applications; Privacy policies; Prototype system; QR codes; Sensing applications; Sensor data; Sensor platform; Third parties; Sensors","","AT and T; Google; IBM; Intel; Microsoft Research","12th International Workshop on Mobile Computing Systems and Applications, HotMobile 2011","1 March 2011 through 2 March 2011","Phoenix, AZ","89637","","978-145030649-2","","Conference paper","Final","","Scopus","2-s2.0-84860782793"
"Ignaciuk P.; Bartoszewicz A.","Ignaciuk, Przemysław (12795399900); Bartoszewicz, Andrzej (56262553300)","12795399900; 56262553300","Introduction","2013","Communications and Control Engineering","","9781447141464","","1","7","6","0","10.1007/978-1-4471-4147-1_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042916250&doi=10.1007%2f978-1-4471-4147-1_1&partnerID=40&md5=f247087f797ef431be739c7e12b3edf6","In recent years, we have experienced rapid evolution of networking services. We can find widespread network traffic related to web browsing, e-mail, electronic trade and money transfer, telematics (vehicle positioning, crash notification, etc.), video streaming, remote visualization and steering, Internet telephony, etc. As a consequence, in addition to the increased intensity, the today networks need to handle also the diversity of data streams and meet their QoS requirements. Together with serving the applications demanding fast and reliable information interchange (e.g., banking transactions), modern data transmission networks are expected to provide high-throughput, low-jitter, end-to-end connectivity important for multimedia transmission. The connectivity needs to be available to both local and long-distance streams without violating fairness constraints. In the following sections, we will recall the fundamental concepts of organizing data transfer in communication networks and elaborate on a major obstacle to obtaining appropriate QoS – the congestion. © Springer-Verlag London 2013.","","Accidents; Data transfer; Data visualization; Electronic commerce; Electronic trading; Quality of service; Wireless telecommunication systems; End-to-end connectivity; Fairness constraints; Fundamental concepts; Information interchange; Multimedia transmissions; Networking services; Remote visualization; Vehicle positioning; Data communication systems","Springer International Publishing","","","","","","01785354","","","Editorial","Final","","Scopus","2-s2.0-85042916250"
"French T.; Bessis N.","French, Tim (13611425300); Bessis, Nik (17345274600)","13611425300; 17345274600","Towards a context-aware and adaptable room system for intelligent ""trusted"" office-spaces in smart cities","2012","Proceedings - 6th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing, IMIS 2012","","","6296847","148","154","6","3","10.1109/IMIS.2012.62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867725208&doi=10.1109%2fIMIS.2012.62&partnerID=40&md5=8b7479b00e168cf1ec2eb7837190cf85","This visionary paper outlines a future intelligent building office space room system that seeks to ensure that the users of a rent able and/or shared office space do not perform actions that are likely to compromise IT security. We propose that a novel room agent leverages the emergent""smart"" city paradigm so as to form an accurate a measure as possible of the trustworthiness of the human agents using the office space. Namely, by leveraging pervasive urban sensors embedded in a smart city built environment, data obtained by crowd sourcing as well as data gathered via Web 2.0. Human actions detected within the room itself and its immediate environs, together with the behavioural traces and patterns of a given individual embedded within a smart city context, can be used to calculate a measurable confidence trust level. We suggest that the use of a Linking Open (or object) Data (LOD) publishing approach can be used to integrate trust related distributed data in a collective and intelligent manner. Furthermore, we suggest the use of cloud diagram and tree map visualisation approaches to depict individual and environs trust levels at both coarse and fine grain levels. To achieve this, we illustrate the approach using a low-level architecture model. We then conclude by outlining our theoretical lightweight trust model which aims to demonstrate how a smart city in general and a smart space in particular can provide an increased level of trust visualisation for it's citizens, through collective intelligence gathering. © 2012 IEEE.","Cloud diagram; Content-aware trust; Internet of Things; Linking open (object) data; Multi-agents; Network analysis; Smart spaces; Tree map","Buildings; Commerce; Computation; Internet; Maps; Trees; Electric network analysis; Electronic commerce; Forestry; Intelligent buildings; Internet; Office buildings; Security of data; Ubiquitous computing; Visualization; Content-aware; Internet of Things (IOT); Linking open (object) data; Multi agent; Smart space; Computer aided network analysis","","","6th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing, IMIS 2012","4 July 2012 through 6 July 2012","Palermo","93290","","978-076954684-1","","Conference paper","Final","","Scopus","2-s2.0-84867725208"
"Verma S.; Robinson A.; Dutta P.","Verma, Sonal (55439449400); Robinson, Andrew (57198871731); Dutta, Prabal (14008345200)","55439449400; 57198871731; 14008345200","AudioDAQ: Turning the mobile phone's ubiquitous headset port into a universal data acquisition interface","2012","SenSys 2012 - Proceedings of the 10th ACM Conference on Embedded Networked Sensor Systems","","","","197","210","13","25","10.1145/2426656.2426677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873445263&doi=10.1145%2f2426656.2426677&partnerID=40&md5=6b882f2352eb40f89ecadc9b4570a7e5","We present AudioDAQ, a new platform for continuous data acquisition using the headset port of a mobile phone. AudioDAQ differs from existing phone peripheral interfaces by drawing all necessary power from the microphone bias voltage, encoding all data as analog audio, and leveraging the phone's built-in voice memo application (or a custom application) for continuous data collection. These properties make the AudioDAQ design more universal, so it works across a broad range of phones including sophisticated smart phones and simpler feature phones, enables simple analog peripherals without requiring a microcontroller, requires no hardware or software modifications on the phone itself, uses significantly less power than prior approaches, and allows continuous data capture over an extended period of time. The AudioDAQ design is efficient because it draws all necessary power from the microphone bias voltage, and it is general because this voltage and a voice memo application are present on most mobile phones in use today. We show the viability of our architecture by evaluating an end-to-end system that can capture EKG signals continuously for hours and send the data to the cloud for storage, processing, and visualization. Copyright © 2012 ACM.","Energy harvesting; Mobile phones; Phone peripherals","Bias voltage; Cellular telephones; Data acquisition; Data visualization; Digital storage; Embedded systems; Energy harvesting; Microphones; Mobile devices; Mobile phones; Sensors; Continuous data; End-to-end systems; Feature phones; Peripheral interfaces; Software modification; Telephone sets","","Association of Computing Machinery (ACM); National Science Foundation (NSF); Cooperating Objects Network of Excellence (CONET); Microsoft Research; Bosch","10th ACM Conference on Embedded Networked Sensor Systems, SenSys 2012","6 November 2012 through 9 November 2012","Toronto, ON","95400","","978-145031169-4","","Conference paper","Final","","Scopus","2-s2.0-84873445263"
"Hu J.; Wang T.; Yin J.; Wang Y.","Hu, Jianfeng (55499409300); Wang, Tangsheng (35367648300); Yin, Jinhai (54581994900); Wang, Yongxia (54581877000)","55499409300; 35367648300; 54581994900; 54581877000","Neuro-ethics: A research report from Chinese investigation","2011","Proceedings of SPIE - The International Society for Optical Engineering","8205","","82053B","","","","0","10.1117/12.906102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855189519&doi=10.1117%2f12.906102&partnerID=40&md5=050a68b23d9e2f4ab728acbcc41d2456","The neurosciences play an increasingly prominent role in society ,which gives rise to numerous ethical and legal problems. As a result , neuroethics is currently undergoing an explosive growth. Neuroethics , a new field at the intersection of bioethics and neuroscience , is founded on discussions associated with mind and behavior. Broadly defined , neuroethics is concerned with ethical, legal and social policy implications of neuroscience. © 2011 Copyright Society of Photo-Optical Instrumentation Engineers (SPIE).","brain computer interface(BCI); Cognitive enhancement; ethics; functional magnetic resonance imaging(fMRI); neuroethics; neuroscience","Magnetic resonance imaging; Philosophical aspects; Photonics; Public policy; Three dimensional; Visualization; Cognitive enhancement; ethics; Functional magnetic resonance imaging; neuroethics; neuroscience; Brain computer interface","","South China Normal University; International Computer Science Society; National Natural Science Foundation of China","2011 International Conference on Photonics, 3D-Imaging, and Visualization","30 October 2011 through 31 October 2011","Guangzhou","87386","0277786X","978-081948847-3","PSISD","Conference paper","Final","","Scopus","2-s2.0-81855189519"
"Anand A.; Chhaniwal V.K.; Javidi B.","Anand, Arun (7103282811); Chhaniwal, Vani K. (7801665501); Javidi, Bahram (7101754586)","7103282811; 7801665501; 7101754586","Three-dimensional imaging of dynamic phenomena in micro-objects using phase contrast digital holographic interferometric microscopy","2011","Proceedings of SPIE - The International Society for Optical Engineering","8043","","80430T","","","","0","10.1117/12.885368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901253553&doi=10.1117%2f12.885368&partnerID=40&md5=6c16407deea653ec01fb3f0415cae1a0","Imaging of transparent micro-objects objects, especially living cells, becomes a challenging problem since such objects do not appreciably change the amplitude of the electromagnetic radiation interacting with it. Phase contrast techniques can be used to overcome this hurdle. Digital holography is one of the most effective tools for phase contrast microscopic imaging of transparent objects and it yields the three dimensional profile of the object under investigation. Another advantage of digital holography is that of numerical focusing, allowing one to focus on to any desired object plane. This aspect of digital holography along with interferometry is utilized to study dynamics of phase micro-objects. The changes occurring to the object under study is determined from their three dimensional profile which is obtained from the phase information. © 2011 SPIE.","3D microscopy; Cell morphology; Digital holography; Quantitative phase contrast imaging","Computer generated holography; Electromagnetic waves; Holographic interferometry; Visualization; 3-D microscopy; Cell morphology; Digital holography; Interferometric microscopy; Quantitative Phase contrast Imaging; Three dimensional imaging; Three-dimensional profiles; Transparent objects; Imaging systems","SPIE","The Society of Photo-Optical Instrumentation Engineers (SPIE)","Three-Dimensional Imaging, Visualization, and Display 2011","27 April 2011 through 28 April 2011","Orlando, FL","105195","0277786X","978-081948617-2","PSISD","Conference paper","Final","","Scopus","2-s2.0-84901253553"
"Mishchenko O.; Crawfis R.","Mishchenko, Oleg (35520131600); Crawfis, Roger (6601947913)","35520131600; 6601947913","Effective texture models for three dimensional flow visualization","2012","Proceedings - SCCG 2012: 28th Spring Conference on Computer Graphics","","","","39","46","7","1","10.1145/2448531.2448536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876277767&doi=10.1145%2f2448531.2448536&partnerID=40&md5=13a1ece7644a6a8d294412f0c2c5576b","Visualizing three dimensional flow with geometry primitives is challenging due to inevitable clutter and occlusion. Our approach to tackling this problem is to utilize semi-transparent geometry as well as animation. Using semi-transparency, however, can make the visualization blurry and vague. We investigate perceptual limits and find specific guidelines on using semi-transparency for three dimensional flow visualization. We base our results on the user study that we conducted. The users were shown multiple semi-transparent overlapping layers of flow and were asked how many different flow directions they were able to discern. We utilized textured lines as geometric primitives; two general texture models were used to control opacity and create animation. We found that the number of high scoring textures is small compared to the total number of textures within our models. To test our findings, we utilized the high scoring textures to create visualizations of a variety of datasets. © 2013 ACM.","","Animation; Computer graphics; Geometry; Textures; Three dimensional; Transparency; Flow direction; Geometric primitives; Semi transparencies; Semi-transparent; Texture models; Three-dimensional flow; User study; Flow visualization","","Comenius University","28th Spring Conference on Computer Graphics, SCCG 2012","2 May 2012 through 4 May 2012","Budmerice","96558","","978-145031977-5","","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84876277767"
"Badia R.; Dasgupta G.; Ezenwoye O.; Fong L.; Ho H.; Khuri S.; Liu Y.; Luis S.; Praino A.; Prost J.-P.; Radwan A.; Sadjadi S.M.; Shivaji S.; Viswanathan B.; Welsh P.; Younis A.","Badia, Rosa (6603994224); Dasgupta, Gargi (35519470900); Ezenwoye, Onyeka (16306756100); Fong, Liana (7005621613); Ho, Howard (10739178100); Khuri, Sawsan (8732985200); Liu, Yanbin (24781045900); Luis, Steve (35183628200); Praino, Anthony (6505971750); Prost, Jean-Pierre (7102475402); Radwan, Ahmed (57197932300); Sadjadi, Seyed Masoud (57203031961); Shivaji, Shivkumar (35094623100); Viswanathan, Balaji (35520509400); Welsh, Patrick (35835616900); Younis, Akmal (7003276865)","6603994224; 35519470900; 16306756100; 7005621613; 10739178100; 8732985200; 24781045900; 35183628200; 6505971750; 7102475402; 57197932300; 57203031961; 35094623100; 35520509400; 35835616900; 7003276865","Innovative grid technologies applied to bioinformatics and hurricane mitigation","2008","Advances in Parallel Computing","16","","","436","462","26","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906513801&partnerID=40&md5=5f872c821490e00212e9c6a277e523f9","The Latin American Grid (LA Grid) joint research program fosters collaborative research across eleven universities and IBM Research with the objective of developing innovative grid technologies and applying them to solve challenging problems in the application areas of bioinformatics and hurricane mitigation. This paper describes some of these innovative technologies, such as the support for transparent to the application expert grid enablement, meta-scheduling, job flows, data integration, and custom visualization, and shows how these technologies will be leveraged in the LA Grid infrastructure to provide solutions to pharmagenomics problems and hurricane prediction ensemble simulations. © 2008 The authors and IOS Press.","bioinformatics; custom visualization; data integration; hurricane mitigation; job flows; Meta-scheduling; transparent grid enablement","","IOS Press BV","","","","","","09275452","978-158603839-7","","Conference paper","Final","","Scopus","2-s2.0-84906513801"
"Chen Y.-C.; Leigh J.; Lee S.; Johnson A.; Hur H.; Renambot L.","Chen, Yu-Chung (55870418400); Leigh, Jason (7202089642); Lee, Sangyoon (55716419900); Johnson, Andrew (7410014830); Hur, HyeJung (24597570700); Renambot, Luc (6602580367)","55870418400; 7202089642; 55716419900; 7410014830; 24597570700; 6602580367","Design an interactive visualization system for core drilling expeditions using immersive empathic method","2009","Conference on Human Factors in Computing Systems - Proceedings","","","","2671","2674","3","4","10.1145/1520340.1520382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349177495&doi=10.1145%2f1520340.1520382&partnerID=40&md5=4384af9cd95cfcd1ce547eacf3276f8c","In this paper, we propose an immersive empathic design method and used it to create an interactive high-resolution core visualization system for real-world geological core drilling expeditions. A high domain knowledge barrier makes it difficult for a person from outside this field to imagine the user experience simply through observation. The globally distributed nature of the core drilling community imposes further design constraints. We used this approach to embed a computer scientist trained as a junior core technician. This process allowed the developer to experience authentic user activities and enabled the design of an innovative system for solving real-world problems. This approach made the best use of precious co-located opportunities, overcame the initial domain knowledge barrier, and established a trust relationship between the developer and the domain scientists. The system designed through this approach formed a sustainable and adaptive foundation that the domain scientists can build on. Through in-situ deployment, observation and interview evaluations from on-going expeditions, we present the advantages of this process.","Empathic design; Hci; Visualization","Abstracting; Boring; Computer science; Core drilling; Human engineering; Visualization; Co-located; Computer scientists; Design constraints; Design method; Domain knowledge; Empathic design; Hci; High resolution; Immersive; In-situ; Initial domains; Innovative systems; Interactive visualization systems; Real-world; Real-world problem; Trust relationship; User activity; User experience; Visualization system; Design","","","27th International Conference Extended Abstracts on Human Factors in Computing Systems, CHI 2009","4 April 2009 through 9 April 2009","Boston, MA","76920","","978-160558247-4","","Conference paper","Final","","Scopus","2-s2.0-70349177495"
"Sen C.; Shaomei L.; Haiyan L.; Qing X.","Sen, Che (16041719800); Shaomei, Li (22434092000); Haiyan, Liu (58711492900); Qing, Xu (55722554000)","16041719800; 22434092000; 58711492900; 55722554000","The application of GDI+ in electronic map visualization","2007","Proceedings of SPIE - The International Society for Optical Engineering","6751","","675119","","","","0","10.1117/12.759728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36749043152&doi=10.1117%2f12.759728&partnerID=40&md5=53623b065b57caca6ecfac95d22a46b6","The daintily and efficiency of electronic atlas visualization are all along the aim of designers and users. But nowadays most of GIS soft wares adopt GDI mode to display electronic atlas. On account of the localization of GDI, it restricts the beauty and effect of electronic atlas. As the upgrade of GDI, the function of GDI+ is very powerful. Aim at the characteristics of GDI+, the writer introduces the application of GDI+ in electronic atlas visualization detailed, includes advancing of program efficiency, improving of displaying effect and displaying transmutative annotations.","GDI GDI + Anti-alias transparency matrix","Geographic information systems; Information analysis; Electronic atlas visualization; GDI; Data visualization","","Nanjing University, China; CPGIS-The Int. Assoc. of Chinese Prof. in Geographic Inf. Sci.; Cartography Committee, AAG, USA; GIS Committee, AAG, USA; The Geographical Society of China, China; et al","Geoinformatics 2007: Cartographic Theory and Models","25 May 2007 through 27 May 2007","Nanjing","70624","0277786X","0819469114; 978-081946911-3","PSISD","Conference paper","Final","","Scopus","2-s2.0-36749043152"
"Dutra M.; Rodrigues P.S.S.; Giraldi G.A.; Schulze B.","Dutra, Marcio (13104767300); Rodrigues, Paulo S. S. (35892341100); Giraldi, Gilson A. (6601977723); Schulze, Bruno (7103202167)","13104767300; 35892341100; 6601977723; 7103202167","Distributed visualization using VTK in grid environments","2007","Proceedings - Seventh IEEE International Symposium on Cluster Computing and the Grid, CCGrid 2007","","","4215403","381","388","7","14","10.1109/CCGRID.2007.43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548359158&doi=10.1109%2fCCGRID.2007.43&partnerID=40&md5=8a8c2fcb6109a38ed41f72ba7f19c693","In this paper we focus on distributed visualization using the Visualization Toolkit (VTK) in grid environments. We propose a distributed architecture, based on data parallelism, that allows the distribution of visualization tasks over a grid environment. We decided for Globus Toolkit as a middleware to provide access and location transparencies. We also add facilities for dynamic allocation of resources by using a Java framework. The focused visualization technique is Laplacian smoothing which is provided by a specific filter of the VTK library. We emphasize the obtained speedup in the experiments and discuss the implementation of pipeline parallelism as well as the generalization of our architecture for other VTK applications. © 2007 IEEE.","","Computer architecture; Java programming language; Middleware; Pipeline processing systems; Location transparencies; Pipeline parallelism; Visualization Toolkit (VTK); Distributed computer systems","","","7th IEEE International Symposium on Cluster Computing and the Grid, CCGrid 2007","14 May 2007 through 17 May 2007","Rio de Janeiro","70180","","0769528333; 978-076952833-5","","Conference paper","Final","","Scopus","2-s2.0-34548359158"
"Ernst N.A.; Yu Y.; Mylopoulos J.","Ernst, Neil A. (16835944600); Yu, Yijun (35236020500); Mylopoulos, John (7005652259)","16835944600; 35236020500; 7005652259","Visualizing non-functional requirements","2006","First International Workshop on Visualization in Requirements Engineering, REV 2006","","","4026783","","","","26","10.1109/REV.2006.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848909002&doi=10.1109%2fREV.2006.10&partnerID=40&md5=dfd9a5210a309607dd170c130a1b4976","Information systems can be visualized with many tools. Typically these tools present functional artifacts from various phases of the development life-cycle; these include requirements models, architecture and design diagrams, and implementation code. The syntactic structures of these artifacts are often presented in a textual language using symbols, or a graphical one using nodes and edges. In this paper, we propose a quality-based visualization scheme. Such a scheme is layered on top of these functional artifacts for presenting non-functional aspects of the system. To do this, we use quantified quality attributes. As an example, we visualize the quality attributes of trust and performance among various non-functional requirements of information systems. © 2006 IEEE.","Non-functional requirements; Performance; Quality attributes visualization; Tradeoffs; Trust","Codes (symbols); Computer programming languages; Data visualization; Graphic methods; Mathematical models; Requirements engineering; Functional artifacts; Quality attributes visualization; Textual language; Tradeoffs; Information systems","IEEE Computer Society","","First International Workshop on Visualization in Requirements Engineering, REV 2006, at the 14th IEEE Requirements Engineering Conference, RE 2006","11 September 2006 through 15 September 2006","St. Paul, MN","70339","","0769527116; 978-076952711-6","","Conference paper","Final","","Scopus","2-s2.0-34848909002"
"Luboschik M.; Radloff A.; Schumann H.","Luboschik, Martin (22835550800); Radloff, Axel (36554719300); Schumann, Heidrun (36947737400)","22835550800; 36554719300; 36947737400","A new weaving technique for handling overlapping regions","2010","Proceedings of the Workshop on Advanced Visual Interfaces AVI","","","","25","32","7","21","10.1145/1842993.1842999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957939792&doi=10.1145%2f1842993.1842999&partnerID=40&md5=e61727ba99f8bf5a5b8154ff896bc308","The use of transparencies is a common strategy in visual representations to guarantee the visibility of different overlapping graphical objects, especially, if no visibility-deciding order is given (e.g., importance, depth). Alpha-blending, however, could generate new colors that are not specified by the given color scale and overlapping shapes may become difficult to be separated visually and the selection of specific elements would be difficult. In this paper, we present a new approach for representing overlapping regions: Instead of blending different colors, our weaving technique separates the original colors and shapes are easier to differentiate. Due to a deterministic weaving order, all overlapping objects are visible. We apply our approach to scatter plot visualizations to enhance the communication of overlapping clusters. Copyright 2010 ACM.","Information visualization; Interaction; Overlapping; Transparency; Weaving","Blending; Color; Information analysis; Information systems; Transparency; Visibility; Visualization; Color scale; Common strategy; Graphical objects; Information visualization; Interaction; New approaches; Overlapping; Overlapping clusters; Overlapping regions; Scatter plots; Visual representations; Weaving technique; Weaving","","Consulta Umbria SRL; SIGMM; SIGCHI","International Conference on Advanced Visual Interfaces, AVI '10","26 May 2010 through 28 May 2010","Rome","81889","","978-145030076-6","","Conference paper","Final","","Scopus","2-s2.0-77957939792"
